killi_prot	gene_id	ensembl_gene_id	Human_Gene_Symbol
KAF7215256.1	G4P62_013377	ENSG00000197168	NEK5
KAF7215257.1	G4P62_013377	ENSG00000197168	NEK5
KAF7215258.1	G4P62_013378	ENSG00000253710	ALG11
KAF7215259.1	G4P62_013379	ENSG00000136167	LCP1
KAF7215260.1	G4P62_013380	ENSG00000158435	CNOT11
KAF7215261.1	G4P62_013381	ENSG00000138443	ABI2
KAF7215262.1	G4P62_013381	ENSG00000138443	ABI2
KAF7215263.1	G4P62_013381	ENSG00000138443	ABI2
KAF7215264.1	G4P62_013381	ENSG00000136754	ABI1
KAF7215265.1	G4P62_013381	ENSG00000138443	ABI2
KAF7215266.1	G4P62_013382	ENSG00000155755	TMEM237
KAF7215267.1	G4P62_013383	ENSG00000120658	ENOX1
KAF7215268.1	G4P62_013384	ENSG00000179630	LACC1
KAF7215269.1	G4P62_013385	ENSG00000185621	LMLN
KAF7215270.1	G4P62_013386	ENSG00000163513	TGFBR2
KAF7215275.1	G4P62_013388	ENSG00000138448	ITGAV
KAF7215276.1	G4P62_013389	ENSG00000258453	OR11H2
KAF7215277.1	G4P62_013390	ENSG00000276119	OR13C2
KAF7215278.1	G4P62_013391	ENSG00000180974	OR52E4
KAF7215279.1	G4P62_013392	ENSG00000174970	OR10AG1
KAF7215280.1	G4P62_013393	ENSG00000258453	OR11H2
KAF7215281.1	G4P62_013394	ENSG00000276119	OR13C2
KAF7215282.1	G4P62_013395	ENSG00000183508	TENT5C
KAF7215283.1	G4P62_013395	ENSG00000183508	TENT5C
KAF7215284.1	G4P62_013395	ENSG00000183508	TENT5C
KAF7215285.1	G4P62_013396	ENSG00000196505	GDAP2
KAF7215286.1	G4P62_013397	ENSG00000065183	WDR3
KAF7215287.1	G4P62_013397	ENSG00000065183	WDR3
KAF7215288.1	G4P62_013398	ENSG00000092607	TBX15
KAF7215289.1	G4P62_013399	ENSG00000116874	WARS2
KAF7215290.1	G4P62_013400	ENSG00000116882	HAO2
KAF7215291.1	G4P62_013400	ENSG00000116882	HAO2
KAF7215292.1	G4P62_013401	ENSG00000003096	KLHL13
KAF7215293.1	G4P62_013401	ENSG00000003096	KLHL13
KAF7215294.1	G4P62_013402	ENSG00000203857	HSD3B1
KAF7215295.1	G4P62_013403	ENSG00000144837	PLA1A
KAF7215296.1	G4P62_013404	ENSG00000121577	POPDC2
KAF7215297.1	G4P62_013404	ENSG00000121577	POPDC2
KAF7215298.1	G4P62_013405	ENSG00000138495	COX17
KAF7215299.1	G4P62_013406	ENSG00000164588	HCN1
KAF7215300.1	G4P62_013407	ENSG00000165480	SKA3
KAF7215301.1	G4P62_013407	ENSG00000165480	SKA3
KAF7215302.1	G4P62_013408	ENSG00000150457	LATS2
KAF7215303.1	G4P62_013409	ENSG00000132953	XPO4
KAF7215304.1	G4P62_013410	ENSG00000132953	XPO4
KAF7215305.1	G4P62_013410	ENSG00000132953	XPO4
KAF7215306.1	G4P62_013410	ENSG00000132953	XPO4
KAF7215307.1	G4P62_013411	ENSG00000150456	EEF1AKMT1
KAF7215308.1	G4P62_013411	ENSG00000150456	EEF1AKMT1
KAF7215309.1	G4P62_013411	ENSG00000150456	EEF1AKMT1
KAF7215310.1	G4P62_013412	ENSG00000165475	CRYL1
KAF7215311.1	G4P62_013413	ENSG00000165474	GJB2
KAF7215312.1	G4P62_013414	ENSG00000121743	GJA3
KAF7215313.1	G4P62_013414	ENSG00000121743	GJA3
KAF7215314.1	G4P62_013415	ENSG00000121741	ZMYM2
KAF7215315.1	G4P62_013415	ENSG00000121741	ZMYM2
KAF7215316.1	G4P62_013416	ENSG00000196199	MPHOSPH8
KAF7215317.1	G4P62_013417	ENSG00000116830	TTF2
KAF7215318.1	G4P62_013418	ENSG00000151849	CENPJ
KAF7215319.1	G4P62_013418	ENSG00000151849	CENPJ
KAF7215320.1	G4P62_013419	ENSG00000132972	RNF17
KAF7215321.1	G4P62_013420	ENSG00000132109	TRIM21
KAF7215322.1	G4P62_013421	ENSG00000137727	ARHGAP20
KAF7215323.1	G4P62_013422	ENSG00000137710	RDX
KAF7215324.1	G4P62_013422	ENSG00000137710	RDX
KAF7215325.1	G4P62_013422	ENSG00000137710	RDX
KAF7215326.1	G4P62_013423	ENSG00000149289	ZC3H12C
KAF7215327.1	G4P62_013424	ENSG00000115602	IL1RL1
KAF7215328.1	G4P62_013425	ENSG00000115594	IL1R1
KAF7215329.1	G4P62_013426	ENSG00000115594	IL1R1
KAF7215330.1	G4P62_013427	ENSG00000115590	IL1R2
KAF7215331.1	G4P62_013428	ENSG00000071054	MAP4K4
KAF7215332.1	G4P62_013428	ENSG00000071054	MAP4K4
KAF7215333.1	G4P62_013428	ENSG00000071054	MAP4K4
KAF7215334.1	G4P62_013428	ENSG00000154310	TNIK
KAF7215335.1	G4P62_013428	ENSG00000071054	MAP4K4
KAF7215336.1	G4P62_013428	ENSG00000154310	TNIK
KAF7215337.1	G4P62_013429	ENSG00000170500	LONRF2
KAF7215338.1	G4P62_013430	ENSG00000204640	NMS
KAF7215339.1	G4P62_013431	ENSG00000115539	PDCL3
KAF7215340.1	G4P62_013432	ENSG00000204634	TBC1D8
KAF7215341.1	G4P62_013433	ENSG00000162980	ARL5A
KAF7215342.1	G4P62_013434	ENSG00000182389	CACNB4
KAF7215343.1	G4P62_013434	ENSG00000182389	CACNB4
KAF7215344.1	G4P62_013435	ENSG00000115145	STAM2
KAF7215345.1	G4P62_013436	ENSG00000206527	HACD2
KAF7215346.1	G4P62_013437	ENSG00000121542	SEC22A
KAF7215347.1	G4P62_013438	ENSG00000065485	PDIA5
KAF7215348.1	G4P62_013439	ENSG00000082684	SEMA5B
KAF7215349.1	G4P62_013439	ENSG00000082684	SEMA5B
KAF7215350.1	G4P62_013439	ENSG00000082684	SEMA5B
KAF7215351.1	G4P62_013440	ENSG00000138463	SLC49A4
KAF7215352.1	G4P62_013441	ENSG00000169087	HSPBAP1
KAF7215353.1	G4P62_013442	ENSG00000163406	SLC15A2
KAF7215354.1	G4P62_013442	ENSG00000163406	SLC15A2
KAF7215355.1	G4P62_013442	ENSG00000163406	SLC15A2
KAF7215356.1	G4P62_013442	ENSG00000163406	SLC15A2
KAF7215357.1	G4P62_013443	ENSG00000135929	CYP27A1
KAF7215358.1	G4P62_013444	ENSG00000145088	EAF2
KAF7215359.1	G4P62_013445	ENSG00000146426	TIAM2
KAF7215360.1	G4P62_013446	ENSG00000211460	TSN
KAF7215361.1	G4P62_013447	ENSG00000150510	FAM124A
KAF7215362.1	G4P62_013448	ENSG00000132109	TRIM21
KAF7215363.1	G4P62_013449	ENSG00000253309	SERPINE3
KAF7215364.1	G4P62_013450	ENSG00000102786	INTS6
KAF7215365.1	G4P62_013451	ENSG00000139668	WDFY2
KAF7215366.1	G4P62_013452	ENSG00000102796	DHRS12
KAF7215367.1	G4P62_013453	ENSG00000205927	OLIG2
KAF7215368.1	G4P62_013454	ENSG00000184221	OLIG1
KAF7215369.1	G4P62_013455	ENSG00000110169	HPX
KAF7215370.1	G4P62_013456	ENSG00000151458	ANKRD50
KAF7215371.1	G4P62_013457	ENSG00000119401	TRIM32
KAF7215372.1	G4P62_013458	ENSG00000132259	CNGA4
KAF7215373.1	G4P62_013459	ENSG00000160218	TRAPPC10
KAF7215374.1	G4P62_013460	ENSG00000184344	GDF3
KAF7215375.1	G4P62_013461	ENSG00000118263	KLF7
KAF7215376.1	G4P62_013462	ENSG00000132109	TRIM21
KAF7215377.1	G4P62_013463	ENSG00000118260	CREB1
KAF7215378.1	G4P62_013463	ENSG00000118260	CREB1
KAF7215379.1	G4P62_013463	ENSG00000118260	CREB1
KAF7215380.1	G4P62_013464	ENSG00000163249	CCNYL1
KAF7215381.1	G4P62_013465	ENSG00000163251	FZD5
KAF7215382.1	G4P62_013466	ENSG00000285005	PLEKHM3
KAF7215383.1	G4P62_013466	ENSG00000285005	PLEKHM3
KAF7215384.1	G4P62_013467	ENSG00000090659	CD209
KAF7215385.1	G4P62_013468	ENSG00000198178	CLEC4C
KAF7215386.1	G4P62_013469	ENSG00000120675	DNAJC15
KAF7215387.1	G4P62_013470	ENSG00000197375	SLC22A5
KAF7215388.1	G4P62_013471	ENSG00000197208	SLC22A4
KAF7215389.1	G4P62_013472	ENSG00000151789	ZNF385D
KAF7215390.1	G4P62_013472	ENSG00000151789	ZNF385D
KAF7215391.1	G4P62_013472	ENSG00000151789	ZNF385D
KAF7215392.1	G4P62_013472	ENSG00000151789	ZNF385D
KAF7215393.1	G4P62_013473	ENSG00000163510	CWC22
KAF7215394.1	G4P62_013474	ENSG00000138434	ITPRID2
KAF7215395.1	G4P62_013475	ENSG00000162992	NEUROD1
KAF7215396.1	G4P62_013476	ENSG00000188452	CERKL
KAF7215397.1	G4P62_013477	ENSG00000115232	ITGA4
KAF7215398.1	G4P62_013478	ENSG00000161016	RPL8
KAF7215399.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215400.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215401.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215402.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215403.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215404.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215405.1	G4P62_013479	ENSG00000124486	USP9X
KAF7215407.1	G4P62_013481	ENSG00000101972	STAG2
KAF7215408.1	G4P62_013481	ENSG00000101972	STAG2
KAF7215409.1	G4P62_013482	ENSG00000167393	PPP2R3B
KAF7215410.1	G4P62_013482	ENSG00000167393	PPP2R3B
KAF7215411.1	G4P62_013482	ENSG00000167393	PPP2R3B
KAF7215412.1	G4P62_013483	ENSG00000182162	P2RY8
KAF7215413.1	G4P62_013484	ENSG00000169062	UPF3A
KAF7215414.1	G4P62_013484	ENSG00000169062	UPF3A
KAF7215415.1	G4P62_013485	ENSG00000130177	CDC16
KAF7215416.1	G4P62_013486	ENSG00000102466	FGF14
KAF7215417.1	G4P62_013487	ENSG00000198542	ITGBL1
KAF7215418.1	G4P62_013488	ENSG00000102452	NALCN
KAF7215419.1	G4P62_013488	ENSG00000102452	NALCN
KAF7215420.1	G4P62_013488	ENSG00000102452	NALCN
KAF7215421.1	G4P62_013488	ENSG00000102452	NALCN
KAF7215422.1	G4P62_013489	ENSG00000125247	TMTC4
KAF7215423.1	G4P62_013490	ENSG00000043355	ZIC2
KAF7215424.1	G4P62_013491	ENSG00000139800	ZIC5
KAF7215425.1	G4P62_013492	ENSG00000125246	CLYBL
KAF7215426.1	G4P62_013493	ENSG00000169508	GPR183
KAF7215427.1	G4P62_013494	ENSG00000169508	GPR183
KAF7215428.1	G4P62_013495	ENSG00000125245	GPR18
KAF7215429.1	G4P62_013496	ENSG00000276644	DACH1
KAF7215430.1	G4P62_013496	ENSG00000276644	DACH1
KAF7215431.1	G4P62_013496	ENSG00000276644	DACH1
KAF7215432.1	G4P62_013496	ENSG00000276644	DACH1
KAF7215433.1	G4P62_013497	ENSG00000102554	KLF5
KAF7215434.1	G4P62_013498	ENSG00000118922	KLF12
KAF7215435.1	G4P62_013498	ENSG00000118922	KLF12
KAF7215436.1	G4P62_013498	ENSG00000118922	KLF12
KAF7215437.1	G4P62_013498	ENSG00000118922	KLF12
KAF7215438.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215439.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215440.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215441.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215442.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215443.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215444.1	G4P62_013499	ENSG00000136111	TBC1D4
KAF7215445.1	G4P62_013499	ENSG00000065882	TBC1D1
KAF7215446.1	G4P62_013499	ENSG00000065882	TBC1D1
KAF7215447.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215448.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215449.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215450.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215451.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215452.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215453.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215454.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215455.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215456.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215457.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215458.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215459.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215460.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215461.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215462.1	G4P62_013500	ENSG00000136153	LMO7
KAF7215463.1	G4P62_013501	ENSG00000178695	KCTD12
KAF7215464.1	G4P62_013502	ENSG00000102794	ACOD1
KAF7215465.1	G4P62_013503	ENSG00000280071	GATD3B
KAF7215466.1	G4P62_013504	ENSG00000102805	CLN5
KAF7215467.1	G4P62_013505	ENSG00000005812	FBXL3
KAF7215468.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215469.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215470.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215471.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215472.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215473.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215474.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215475.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215476.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215477.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215478.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215479.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215480.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215481.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215482.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215483.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215484.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215485.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215486.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215487.1	G4P62_013506	ENSG00000005810	MYCBP2
KAF7215488.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215489.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215490.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215491.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215492.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215493.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215494.1	G4P62_013507	ENSG00000136155	SCEL
KAF7215495.1	G4P62_013508	ENSG00000120696	KBTBD7
KAF7215496.1	G4P62_013509	ENSG00000172007	RAB33B
KAF7215497.1	G4P62_013510	ENSG00000102781	KATNAL1
KAF7215498.1	G4P62_013510	ENSG00000102781	KATNAL1
KAF7215499.1	G4P62_013511	ENSG00000156298	TSPAN7
KAF7215500.1	G4P62_013512	ENSG00000165175	MID1IP1
KAF7215501.1	G4P62_013513	ENSG00000156920	ADGRG4
KAF7215502.1	G4P62_013514	ENSG00000183337	BCOR
KAF7215503.1	G4P62_013514	ENSG00000183337	BCOR
KAF7215504.1	G4P62_013515	ENSG00000182220	ATP6AP2
KAF7215505.1	G4P62_013516	ENSG00000138468	SENP7
KAF7215506.1	G4P62_013516	ENSG00000138468	SENP7
KAF7215507.1	G4P62_013516	ENSG00000138468	SENP7
KAF7215508.1	G4P62_013516	ENSG00000138468	SENP7
KAF7215509.1	G4P62_013517	ENSG00000081148	IMPG2
KAF7215511.1	G4P62_013519	ENSG00000081148	IMPG2
KAF7215512.1	G4P62_013520	ENSG00000154175	ABI3BP
KAF7215513.1	G4P62_013520	ENSG00000154175	ABI3BP
KAF7215514.1	G4P62_013520	ENSG00000154175	ABI3BP
KAF7215515.1	G4P62_013520	ENSG00000154175	ABI3BP
KAF7215516.1	G4P62_013521	ENSG00000114354	TFG
KAF7215517.1	G4P62_013522	ENSG00000171135	JAGN1
KAF7215518.1	G4P62_013523	ENSG00000144810	COL8A1
KAF7215519.1	G4P62_013524	ENSG00000057019	DCBLD2
KAF7215520.1	G4P62_013525	ENSG00000112697	TMEM30A
KAF7215521.1	G4P62_013526	ENSG00000184220	CMSS1
KAF7215522.1	G4P62_013527	ENSG00000168386	FILIP1L
KAF7215523.1	G4P62_013528	ENSG00000169306	IL1RAPL1
KAF7215524.1	G4P62_013528	ENSG00000169306	IL1RAPL1
KAF7215525.1	G4P62_013528	ENSG00000169306	IL1RAPL1
KAF7215526.1	G4P62_013528	ENSG00000169306	IL1RAPL1
KAF7215527.1	G4P62_013529	ENSG00000169297	NR0B1
KAF7215528.1	G4P62_013530	ENSG00000120280	TASL
KAF7215529.1	G4P62_013531	ENSG00000136104	RNASEH2B
KAF7215530.1	G4P62_013532	ENSG00000204977	TRIM13
KAF7215531.1	G4P62_013532	ENSG00000204977	TRIM13
KAF7215532.1	G4P62_013533	ENSG00000123178	SPRYD7
KAF7215533.1	G4P62_013534	ENSG00000102753	KPNA3
KAF7215534.1	G4P62_013535	ENSG00000136144	RCBTB1
KAF7215535.1	G4P62_013536	ENSG00000136147	PHF11
KAF7215536.1	G4P62_013536	ENSG00000136147	PHF11
KAF7215537.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215538.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215539.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215540.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215541.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215542.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215543.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215544.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215545.1	G4P62_013537	ENSG00000126217	MCF2L
KAF7215546.1	G4P62_013538	ENSG00000068650	ATP11A
KAF7215547.1	G4P62_013538	ENSG00000068650	ATP11A
KAF7215548.1	G4P62_013538	ENSG00000068650	ATP11A
KAF7215549.1	G4P62_013538	ENSG00000068650	ATP11A
KAF7215550.1	G4P62_013539	ENSG00000182968	SOX1
KAF7215551.1	G4P62_013540	ENSG00000102606	ARHGEF7
KAF7215552.1	G4P62_013540	ENSG00000102606	ARHGEF7
KAF7215553.1	G4P62_013541	ENSG00000144218	AFF3
KAF7215554.1	G4P62_013542	ENSG00000135945	REV1
KAF7215555.1	G4P62_013543	ENSG00000115514	TXNDC9
KAF7215556.1	G4P62_013544	ENSG00000241962	
KAF7215557.1	G4P62_013545	ENSG00000158411	MITD1
KAF7215558.1	G4P62_013546	ENSG00000196872	CRACDL
KAF7215559.1	G4P62_013547	ENSG00000071073	MGAT4A
KAF7215560.1	G4P62_013548	ENSG00000183513	COA5
KAF7215565.1	G4P62_013550	ENSG00000040933	INPP4A
KAF7215566.1	G4P62_013550	ENSG00000040933	INPP4A
KAF7215567.1	G4P62_013551	ENSG00000115616	SLC9A2
KAF7215568.1	G4P62_013552	ENSG00000135953	MFSD9
KAF7215569.1	G4P62_013553	ENSG00000170417	TMEM182
KAF7215570.1	G4P62_013554	ENSG00000198914	POU3F3
KAF7215571.1	G4P62_013555	ENSG00000135973	GPR45
KAF7215572.1	G4P62_013556	ENSG00000135974	C2orf49
KAF7215573.1	G4P62_013557	ENSG00000115641	FHL2
KAF7215574.1	G4P62_013557	ENSG00000115641	FHL2
KAF7215575.1	G4P62_013558	ENSG00000071051	NCK2
KAF7215576.1	G4P62_013558	ENSG00000071051	NCK2
KAF7215577.1	G4P62_013559	ENSG00000119147	ECRG4
KAF7215578.1	G4P62_013559	ENSG00000119147	ECRG4
KAF7215579.1	G4P62_013560	ENSG00000115652	UXS1
KAF7215580.1	G4P62_013561	ENSG00000054277	OPN3
KAF7215581.1	G4P62_013562	ENSG00000144057	ST6GAL2
KAF7215582.1	G4P62_013563	ENSG00000154721	JAM2
KAF7215583.1	G4P62_013564	ENSG00000118004	COLEC11
KAF7215584.1	G4P62_013565	ENSG00000139780	METTL21C
KAF7215585.1	G4P62_013566	ENSG00000288263	GRK1
KAF7215586.1	G4P62_013567	ENSG00000198176	TFDP1
KAF7215587.1	G4P62_013567	ENSG00000198176	TFDP1
KAF7215588.1	G4P62_013567	ENSG00000198176	TFDP1
KAF7215589.1	G4P62_013567	ENSG00000198176	TFDP1
KAF7215590.1	G4P62_013567	ENSG00000198176	TFDP1
KAF7215591.1	G4P62_013568	ENSG00000043093	DCUN1D1
KAF7215592.1	G4P62_013568	ENSG00000043093	DCUN1D1
KAF7215593.1	G4P62_013568	ENSG00000043093	DCUN1D1
KAF7215594.1	G4P62_013569	ENSG00000139835	GRTP1
KAF7215595.1	G4P62_013570	ENSG00000185896	LAMP1
KAF7215596.1	G4P62_013571	ENSG00000198821	CD247
KAF7215597.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215598.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215599.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215600.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215601.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215602.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215603.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215604.1	G4P62_013572	ENSG00000143190	POU2F1
KAF7215605.1	G4P62_013573	ENSG00000143167	GPA33
KAF7215606.1	G4P62_013574	ENSG00000143195	ILDR2
KAF7215607.1	G4P62_013574	ENSG00000143195	ILDR2
KAF7215608.1	G4P62_013574	ENSG00000143195	ILDR2
KAF7215609.1	G4P62_013575	ENSG00000145103	ILDR1
KAF7215610.1	G4P62_013576	ENSG00000151376	ME3
KAF7215611.1	G4P62_013576	ENSG00000151376	ME3
KAF7215612.1	G4P62_013576	ENSG00000151376	ME3
KAF7215613.1	G4P62_013577	ENSG00000144815	NXPE3
KAF7215614.1	G4P62_013578	ENSG00000182504	CEP97
KAF7215615.1	G4P62_013578	ENSG00000182504	CEP97
KAF7215616.1	G4P62_013578	ENSG00000182504	CEP97
KAF7215617.1	G4P62_013579	ENSG00000114391	RPL24
KAF7215618.1	G4P62_013581	ENSG00000143164	DCAF6
KAF7215619.1	G4P62_013581	ENSG00000143164	DCAF6
KAF7215620.1	G4P62_013581	ENSG00000143164	DCAF6
KAF7215621.1	G4P62_013581	ENSG00000143164	DCAF6
KAF7215622.1	G4P62_013582	ENSG00000143147	GPR161
KAF7215623.1	G4P62_013583	ENSG00000036473	OTC
KAF7215624.1	G4P62_013583	ENSG00000036473	OTC
KAF7215625.1	G4P62_013584	ENSG00000101955	SRPX
KAF7215626.1	G4P62_013584	ENSG00000101955	SRPX
KAF7215627.1	G4P62_013584	ENSG00000101955	SRPX
KAF7215628.1	G4P62_013585	ENSG00000147041	SYTL5
KAF7215629.1	G4P62_013585	ENSG00000147041	SYTL5
KAF7215630.1	G4P62_013586	ENSG00000146425	DYNLT1
KAF7215631.1	G4P62_013587	ENSG00000047597	XK
KAF7215632.1	G4P62_013588	ENSG00000126010	GRPR
KAF7215633.1	G4P62_013589	ENSG00000165192	ASB11
KAF7215634.1	G4P62_013590	ENSG00000165195	PIGA
KAF7215635.1	G4P62_013590	ENSG00000165195	PIGA
KAF7215636.1	G4P62_013590	ENSG00000165195	PIGA
KAF7215637.1	G4P62_013591	ENSG00000142192	APP
KAF7215638.1	G4P62_013591	ENSG00000142192	APP
KAF7215639.1	G4P62_013592	ENSG00000154727	GABPA
KAF7215640.1	G4P62_013592	ENSG00000154727	GABPA
KAF7215641.1	G4P62_013592	ENSG00000154727	GABPA
KAF7215642.1	G4P62_013592	ENSG00000154727	GABPA
KAF7215643.1	G4P62_013593	ENSG00000275895	U2AF1L5
KAF7215644.1	G4P62_013594	ENSG00000274276	CBSL
KAF7215645.1	G4P62_013594	ENSG00000274276	CBSL
KAF7215646.1	G4P62_013594	ENSG00000274276	CBSL
KAF7215647.1	G4P62_013595	ENSG00000142178	SIK1
KAF7215648.1	G4P62_013596	ENSG00000088448	ANKRD10
KAF7215649.1	G4P62_013596	ENSG00000088448	ANKRD10
KAF7215650.1	G4P62_013596	ENSG00000088448	ANKRD10
KAF7215651.1	G4P62_013597	ENSG00000077721	UBE2A
KAF7215652.1	G4P62_013598	ENSG00000153487	ING1
KAF7215653.1	G4P62_013598	ENSG00000153487	ING1
KAF7215654.1	G4P62_013599	ENSG00000213995	NAXD
KAF7215655.1	G4P62_013600	ENSG00000139832	RAB20
KAF7215656.1	G4P62_013601	ENSG00000197565	COL4A6
KAF7215657.1	G4P62_013601	ENSG00000197565	COL4A6
KAF7215658.1	G4P62_013601	ENSG00000197565	COL4A6
KAF7215659.1	G4P62_013602	ENSG00000187498	COL4A1
KAF7215660.1	G4P62_013603	ENSG00000185950	IRS2
KAF7215661.1	G4P62_013604	ENSG00000041515	MYO16
KAF7215662.1	G4P62_013604	ENSG00000041515	MYO16
KAF7215663.1	G4P62_013605	ENSG00000102524	TNFSF13B
KAF7215664.1	G4P62_013605	ENSG00000102524	TNFSF13B
KAF7215665.1	G4P62_013606	ENSG00000139826	ABHD13
KAF7215666.1	G4P62_013607	ENSG00000204442	FAM155A
KAF7215667.1	G4P62_013608	ENSG00000163394	CCKAR
KAF7215668.1	G4P62_013609	ENSG00000174827	PDZK1
KAF7215669.1	G4P62_013610	ENSG00000117262	GPR89A
KAF7215670.1	G4P62_013611	ENSG00000091972	CD200
KAF7215671.1	G4P62_013612	ENSG00000163606	CD200R1
KAF7215672.1	G4P62_013612	ENSG00000163606	CD200R1
KAF7215673.1	G4P62_013613	ENSG00000285585	
KAF7215674.1	G4P62_013613	ENSG00000285585	
KAF7215675.1	G4P62_013613	ENSG00000285585	
KAF7215676.1	G4P62_013614	ENSG00000144852	NR1I2
KAF7215677.1	G4P62_013614	ENSG00000144852	NR1I2
KAF7215678.1	G4P62_013615	ENSG00000082701	GSK3B
KAF7215679.1	G4P62_013615	ENSG00000082701	GSK3B
KAF7215680.1	G4P62_013616	ENSG00000175697	GPR156
KAF7215681.1	G4P62_013616	ENSG00000175697	GPR156
KAF7215682.1	G4P62_013617	ENSG00000132109	TRIM21
KAF7215683.1	G4P62_013618	ENSG00000163428	LRRC58
KAF7215684.1	G4P62_013619	ENSG00000163430	FSTL1
KAF7215685.1	G4P62_013620	ENSG00000127418	FGFRL1
KAF7215686.1	G4P62_013620	ENSG00000127418	FGFRL1
KAF7215687.1	G4P62_013621	ENSG00000113303	BTNL8
KAF7215688.1	G4P62_013622	ENSG00000180423	HARBI1
KAF7215689.1	G4P62_013623	ENSG00000121634	GJA8
KAF7215690.1	G4P62_013624	ENSG00000265107	GJA5
KAF7215691.1	G4P62_013624	ENSG00000265107	GJA5
KAF7215693.1	G4P62_013626	ENSG00000162836	ACP6
KAF7215694.1	G4P62_013627	ENSG00000116128	BCL9
KAF7215695.1	G4P62_013627	ENSG00000116128	BCL9
KAF7215696.1	G4P62_013627	ENSG00000116128	BCL9
KAF7215697.1	G4P62_013628	ENSG00000066422	ZBTB11
KAF7215698.1	G4P62_013629	ENSG00000159259	CHAF1B
KAF7215699.1	G4P62_013629	ENSG00000159259	CHAF1B
KAF7215700.1	G4P62_013630	ENSG00000159256	MORC3
KAF7215701.1	G4P62_013630	ENSG00000159256	MORC3
KAF7215702.1	G4P62_013630	ENSG00000134504	KCTD1
KAF7215703.1	G4P62_013631	ENSG00000142197	DOP1B
KAF7215704.1	G4P62_013632	ENSG00000198743	SLC5A3
